tick,time,measurement_time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,accel_x,accel_y,accel_z,speed_kph,forward_speed_kph,lateral_speed_mps,yaw_rate_rad_s,lateral_accel_mps2,slip_angle_deg,slip_angle_valid,airborne,grounded_wheels,engine_rpm,engine_torque,drivetrain_torque,gear,shifting,nitrous_active,nitrous_seconds,raw_steering,raw_throttle,raw_brake,raw_handbrake,raw_nitrous,final_steering,final_throttle,final_brake,final_handbrake,final_nitrous,handling,assist_yaw_torque,average_longitudinal_slip
945,18.9002419,17.9002419,414.1261,0.7197014,190.6416,32.4803352,-0.0009932418,-23.11748,-2.747345,0.000192149309,-4.538059,143.493958,143.364182,-1.69524956,0.133106008,5.26877975,-2.43708754,1,0,4,5877.22559,249.175217,1109.8783,3,0,0,0,0.12,1,0,0,0,0.0296583362,1,0,0,0,Grip,-66.99427,0.0198394246
946,18.9202423,17.9202423,414.774719,0.719681859,190.177536,32.4251175,-0.0009893392,-23.2081,-2.76088715,0.000195129542,-4.531002,143.521744,143.391876,-1.69597244,0.133106247,5.26989937,-2.43765688,1,0,4,5878.294,249.094818,1109.52014,3,0,0,0,0.12,1,0,0,0,0.0296530165,1,0,0,0,Grip,-67.00162,0.019833222
947,18.9402428,17.9402428,415.422241,0.71966213,189.711639,32.3696251,-0.0009860325,-23.2985764,-2.77462,0.00016533304,-4.52384949,143.549469,143.4195,-1.69669533,0.133105755,5.27110434,-2.43822575,1,0,4,5879.361,249.0146,1109.16284,3,0,0,0,0.12,1,0,0,0,0.0296477079,1,0,0,0,Grip,-67.00782,0.01982699
948,18.9602432,17.9602432,416.0686,0.7196423,189.243958,32.31386,-0.000982696,-23.38891,-2.78816223,0.000166828977,-4.516697,143.5771,143.447083,-1.69740868,0.133107454,5.272235,-2.43878365,1,0,4,5880.424,248.934708,1108.807,3,0,0,0,0.12,1,0,0,0,0.0296424162,1,0,0,0,Grip,-67.01345,0.019820746
949,18.9802437,17.9802437,416.713867,0.7196228,188.77446,32.2578278,-0.0009788828,-23.4791012,-2.80170441,0.0001906592,-4.50954437,143.60466,143.474518,-1.69812775,0.133105844,5.27340841,-2.43935037,1,0,4,5881.48047,248.8553,1108.45325,3,0,0,0,0.12,1,0,0,0,0.0296371412,1,0,0,0,Grip,-67.02071,0.0198145024
950,19.0002441,18.0002441,417.358032,0.7196034,188.303146,32.2015266,-0.0009755165,-23.5691471,-2.81505585,0.000168313272,-4.50229645,143.632126,143.501923,-1.69883347,0.13310644,5.27443075,-2.43990016,1,0,4,5882.5376,248.7759,1108.09961,3,0,0,0,0.12,1,0,0,0,0.02963188,1,0,0,0,Grip,-67.02547,0.01980842
951,19.0202446,18.0202446,418.001068,0.719583869,187.830063,32.1449547,-0.0009726864,-23.6590481,-2.828598,0.000141505734,-4.49504852,143.659531,143.52919,-1.69955444,0.13310793,5.27561474,-2.4404707,1,0,4,5883.593,248.696655,1107.7467,3,0,0,0,0.12,1,0,0,0,0.0296266321,1,0,0,0,Grip,-67.03187,0.0198023673
952,19.0402451,18.0402451,418.642944,0.719564438,187.355164,32.0881157,-0.0009698563,-23.7488022,-2.84194946,0.000141505734,-4.487705,143.686844,143.556488,-1.70025253,0.133109584,5.27664852,-2.44101143,1,0,4,5884.64355,248.617752,1107.39526,3,0,0,0,0.12,1,0,0,0,0.0296214037,1,0,0,0,Grip,-67.0389252,0.0197961777
953,19.0602455,18.0602455,419.283661,0.7195451,186.878479,32.0310059,-0.000967085769,-23.8384113,-2.85549164,0.0001385255,-4.48045731,143.7141,143.583588,-1.700964,0.13310951,5.27791834,-2.441571,1,0,4,5885.68945,248.539276,1107.04565,3,0,0,0,0.12,1,0,0,0,0.0296161864,1,0,0,0,Grip,-67.04609,0.01979005
954,19.080246,18.080246,419.923248,0.719525933,186.400009,31.973629,-0.00096412166,-23.9278717,-2.868843,0.000148205436,-4.47301865,143.741241,143.6107,-1.70166779,0.133108616,5.27896261,-2.442122,1,0,4,5886.734,248.4609,1106.69653,3,0,0,0,0.12,1,0,0,0,0.0296109859,1,0,0,0,Grip,-67.0519257,0.01978389
955,19.1002464,18.1002464,420.561676,0.719506562,185.919739,31.9159851,-0.000961589452,-24.0171833,-2.88219452,0.0001266104,-4.46558,143.768341,143.63768,-1.7023716,0.133107871,5.28005,-2.44267321,1,0,4,5887.77441,248.382843,1106.34888,3,0,0,0,0.12,1,0,0,0,0.0296057966,1,0,0,0,Grip,-67.05714,0.0197779443
956,19.1202469,18.1202469,421.198975,0.7194875,185.4377,31.8580742,-0.000959176454,-24.1063442,-2.895546,0.000120649929,-4.458046,143.795334,143.664612,-1.70307159,0.133108646,5.281106,-2.44322014,1,0,4,5888.81348,248.304932,1106.00183,3,0,0,0,0.12,1,0,0,0,0.0296006314,1,0,0,0,Grip,-67.06243,0.0197719745
957,19.1402473,18.1402473,421.835083,0.719468355,184.953873,31.7998962,-0.000957329466,-24.1953564,-2.9088974,9.23493644E-05,-4.4506073,143.822266,143.691467,-1.7037735,0.133109912,5.28227854,-2.4437716,1,0,4,5889.849,248.22731,1105.65613,3,0,0,0,0.12,1,0,0,0,0.0295954719,1,0,0,0,Grip,-67.06887,0.0197659954
958,19.1602478,18.1602478,422.470032,0.7194493,184.468262,31.7414551,-0.000955542,-24.2842178,-2.922058,8.937204E-05,-4.44307327,143.8491,143.718231,-1.70446968,0.133110985,5.28329849,-2.44431567,1,0,4,5890.88232,248.149857,1105.31116,3,0,0,0,0.12,1,0,0,0,0.0295903329,1,0,0,0,Grip,-67.07565,0.0197599661
959,19.1802483,18.1802483,423.103821,0.71943,183.9809,31.6827469,-0.0009537248,-24.3729267,-2.93540955,9.086216E-05,-4.435444,143.875885,143.744888,-1.7051754,0.133112818,5.28440952,-2.44487357,1,0,4,5891.91162,248.072739,1104.96765,3,0,0,0,0.12,1,0,0,0,0.0295852069,1,0,0,0,Grip,-67.0822754,0.0197539385
960,19.2002487,18.2002487,423.7364,0.719411254,183.491745,31.6237736,-0.0009512373,-24.4614849,-2.94866562,0.000124375219,-4.42791,143.902588,143.771561,-1.705862,0.133115664,5.28557539,-2.44540715,1,0,4,5892.938,247.9959,1104.62537,3,0,0,0,0.12,1,0,0,0,0.0295800921,1,0,0,0,Grip,-67.08946,0.0197478365
961,19.22025,18.22025,424.3678,0.71939224,183.000824,31.5645351,-0.0009486902,-24.5498886,-2.96192169,0.000127352541,-4.420185,143.9292,143.798035,-1.70656776,0.133113638,5.286638,-2.4459672,1,0,4,5893.96143,247.91925,1104.28394,3,0,0,0,0.12,1,0,0,0,0.0295749977,1,0,0,0,Grip,-67.09739,0.0197417643
